CCBASIC,CCUGPROF,HIGHDEG,CCSIZSET,CONTROL,CURROPER,INSTNM,INSTURL
20,12,4,11,2,1,Xavier University of Louisiana,https://www.xula.edu
11,1,2,2,1,1,South Central Louisiana Technical College,www.scl.edu
22,5,4,6,1,1,Purdue University Global-Lewiston,https://www.purdueglobal.edu/campus-locations/lewiston-maine/
21,12,4,7,2,1,College of the Atlantic,www.coa.edu
21,14,3,11,2,1,Bates College,www.bates.edu/
7,3,2,1,3,1,Beal College,www.bealcollege.edu/
21,14,3,11,2,1,Bowdoin College,www.bowdoin.edu/
10,1,2,1,2,1,Maine College of Health Professions,www.mchp.edu
4,2,2,2,1,1,Central Maine Community College,https://www.cmcc.edu
21,14,3,11,2,1,Colby College,www.colby.edu
8,2,2,2,1,1,Eastern Maine Community College,www.emcc.edu
8,1,2,2,1,1,Kennebec Valley Community College,www.kvcc.me.edu
11,4,2,1,2,1,The Landing School,www.landingschool.edu
22,5,3,9,1,1,University of Maine at Augusta,www.uma.edu/
22,10,4,11,1,1,University of Maine at Farmington,www.umf.maine.edu
22,5,3,6,1,1,University of Maine at Fort Kent,www.umfk.maine.edu
21,7,3,7,1,1,University of Maine at Machias,machias.edu
16,12,4,13,1,1,University of Maine,www.umaine.edu/
22,12,4,11,1,1,Maine Maritime Academy,https://mainemaritime.edu
22,11,3,7,1,1,University of Maine at Presque Isle,www.umpi.edu/
16,12,4,14,2,1,University of New England,https://www.une.edu/
8,2,2,2,1,1,Northern Maine Community College,www.nmcc.edu
-2,-2,1,-2,3,1,Empire Beauty School-Maine,www.empire.edu
30,13,4,8,2,1,Maine College of Art,www.meca.edu
18,6,4,10,2,1,Saint Joseph's College of Maine,www.sjcme.edu
-2,-2,1,-2,3,1,Spa Tech Institute-Westbrook,SpaTech.edu
5,2,2,3,1,1,Southern Maine Community College,www.smccME.edu
18,7,4,12,1,1,University of Southern Maine,www.usm.maine.edu
20,10,4,11,2,1,Thomas College,www.thomas.edu
22,11,4,8,2,1,Unity College,https://www.unity.edu
7,2,2,1,1,1,Washington County Community College,www.wccc.me.edu
7,2,2,2,1,1,Allegany College of Maryland,www.allegany.edu
1,1,2,4,1,1,Anne Arundel Community College,www.aacc.edu
-2,-2,1,-2,3,1,Award Beauty School,www.AwardBeautySchool.com
-2,-2,1,-2,3,1,Baltimore Studio of Hair Design,www.baltimorestudio.com
4,1,2,3,1,1,Baltimore City Community College,www.bccc.edu
18,7,4,12,1,1,University of Baltimore,www.ubalt.edu
18,11,4,13,1,1,Bowie State University,www.bowiestate.edu
28,7,4,7,2,1,Capitol Technology University,www.captechu.edu
1,1,2,2,1,1,Cecil College,www.cecil.edu
1,1,2,3,1,1,College of Southern Maryland,www.csmd.edu/
4,1,2,2,1,1,Chesapeake College,www.chesapeake.edu
20,11,4,8,2,1,Washington Adventist University,https://www.wau.edu
20,7,4,10,1,1,Coppin State University,www.coppin.edu
-2,-2,1,-2,3,1,Delmarva Beauty Academy,www.delmarvabeautyacademy.com/
-2,-2,1,-2,3,1,North American Trade Schools,natradeschools.edu
2,1,2,3,1,1,Frederick Community College,www.frederick.edu
18,11,4,13,1,1,Frostburg State University,www.frostburg.edu
2,3,2,2,1,1,Garrett College,www.garrettcollege.edu/index.php
21,12,4,11,2,1,Goucher College,www.goucher.edu
22,5,4,6,1,0,Purdue University Global-Hagerstown,https://www.purdueglobal.edu/campus-locations/hagerstown-maryland/
5,1,2,3,1,1,Hagerstown Community College,www.hagerstowncc.edu
2,1,2,3,1,1,Harford Community College,www.harford.edu
18,11,4,11,2,1,Hood College,www.hood.edu
1,1,2,4,1,1,Howard Community College,www.howardcc.edu
-2,-2,1,-2,3,1,Aveda Institute-Maryland,avedainstitutemd.edu
15,14,4,16,2,1,Johns Hopkins University,www.jhu.edu
7,3,2,1,3,1,Lincoln College of Technology-Columbia,www.lincolntech.edu/campus/columbia-md
18,12,4,14,2,1,Loyola University Maryland,www.loyola.edu
18,5,4,15,1,1,University of Maryland-University College,www.umuc.edu
25,7,4,13,1,1,University of Maryland Baltimore,www.umaryland.edu
16,15,4,16,1,1,University of Maryland-Baltimore County,umbc.edu
15,15,4,16,1,1,University of Maryland-College Park,www.umd.edu
30,14,4,11,2,1,Maryland Institute College of Art,www.mica.edu
16,11,4,14,1,1,University of Maryland Eastern Shore,www.umes.edu
-2,-2,1,-2,3,1,Fortis Institute-Towson,www.fortis.edu
-2,-2,1,-2,3,1,Montgomery Beauty School,www.MontgomeryBeautySchool.com
1,1,2,5,1,1,Montgomery College,www.montgomerycollege.edu
16,11,4,13,1,1,Morgan State University,www.morgan.edu
19,12,4,11,2,1,Mount St. Mary's University,www.msmary.edu
24,13,4,8,2,1,Ner Israel Rabbinical College,https://nirc.edu
-2,-2,1,-2,3,1,Hair Academy Inc-New Carrollton,www.HairAcademyMD.com
18,7,4,10,2,1,Notre Dame of Maryland University,www.ndm.edu
4,1,2,4,1,1,Prince George's Community College,www.pgcc.edu
-2,-2,1,-2,3,1,Robert Paul Academy of Cosmetology Arts & Sciences,www.robertpaulacademy.com
-2,-2,1,-2,3,1,Maryland Beauty Academy of Essex,www.baltimorestudio.com
18,13,4,13,1,1,Salisbury University,www.salisbury.edu
21,15,4,11,1,1,St. Mary's College of Maryland,www.smcm.edu
21,14,4,8,2,1,St. John's College,www.sjc.edu
17,13,4,16,1,1,Towson University,www.towson.edu
26,0,4,18,2,1,Maryland University of Integrative Health,WWW.muih.EDU
21,14,3,14,1,1,United States Naval Academy,www.usna.edu
18,13,4,14,2,1,Stevenson University,www.stevenson.edu
21,14,3,11,2,1,Washington College,www.washcoll.edu
18,13,4,11,2,1,McDaniel College,www.mcdaniel.edu
7,1,2,2,1,1,Wor-Wic Community College,www.worwic.edu
29,15,4,10,2,1,Hult International Business School,www.hult.edu
29,5,4,6,3,0,New England College of Business and Finance,www.necb.edu/
18,11,4,11,2,1,American International College,www.aic.edu
21,14,3,11,2,1,Amherst College,www.amherst.edu
24,0,4,18,2,0,Andover Newton Theological School,andovernewton.yale.edu/about
19,9,4,10,2,1,Anna Maria College,www.annamaria.edu
-2,-2,1,-2,1,1,Assabet Valley Regional Technical School,www.assabet.org
19,12,4,11,2,1,Assumption College,https://www.assumption.edu
29,14,4,11,2,1,Babson College,www.babson.edu
-2,-2,1,-2,3,1,Bancroft School of Massage Therapy,https://www.bancroftsmt.com
24,11,3,8,2,1,Boston Baptist College,Boston.edu
18,9,4,9,2,1,Bay Path University,www.baypath.edu
22,9,3,6,3,1,Bay State College,www.baystate.edu
-2,-2,1,-2,3,0,Bay State School of Technology,www.baystatetech.org
22,13,4,11,2,1,Becker College,www.becker.edu
18,14,4,14,2,1,Bentley University,www.bentley.edu
30,9,4,12,2,1,Berklee College of Music,www.berklee.edu
4,1,2,2,1,1,Berkshire Community College,www.berkshirecc.edu
-2,-2,1,-2,3,1,Empire Beauty School-Boston,www.empire.edu
30,11,4,6,2,1,Boston Architectural College,www.the-bac.edu
26,0,4,18,2,1,Boston Graduate School of Psychoanalysis Inc,https://www.bgsp.edu/
15,14,4,17,2,1,Boston College,www.bc.edu
15,14,4,17,2,1,Boston University,www.bu.edu
15,14,4,14,2,1,Brandeis University,www.brandeis.edu/
18,13,4,13,1,1,Bridgewater State University,www.bridgew.edu
1,2,2,3,1,1,Bristol Community College,www.bristolcc.edu
-2,-2,1,-2,2,1,Signature Healthcare Brockton Hospital School of Nursing,www.bhson.org
1,1,2,4,1,1,Bunker Hill Community College,www.bhcc.mass.edu
18,5,4,9,2,1,Cambridge College,www.cambridgecollege.edu
2,1,2,2,1,1,Cape Cod Community College,www.capecod.edu
-2,-2,1,-2,3,1,Catherine Hinds Institute of Esthetics,www.catherinehinds.edu
26,5,3,6,2,1,Laboure College,www.laboure.edu/about-labour-
16,12,4,14,2,1,Clark University,www.clarku.edu
30,0,4,18,2,1,Conway School of Landscape Design,www.csld.edu
19,10,4,11,2,1,Curry College,https://www.curry.edu
-2,-2,1,-2,3,1,Lincoln Technical Institute-Somerville,www.lincolntech.edu/campus/somerville-ma
23,10,3,11,2,1,Dean College,www.dean.edu
-2,-2,1,-2,1,1,Diman Regional Technical Institute,www.dimanregional.org
-2,-2,1,-2,3,1,National Aviation Academy of New England,www.naa.edu
22,11,4,8,2,1,Eastern Nazarene College,www.enc.edu
18,14,4,14,2,1,Emerson College,www.emerson.edu
21,14,4,11,2,1,Emmanuel College,www.emmanuel.edu
18,10,4,14,2,1,Endicott College,www.endicott.edu
-2,-2,1,-2,3,1,Rob Roy Academy-Fall River,www.rob-roy.com
22,5,4,9,2,1,Fisher College,www.fisher.edu
18,13,4,13,1,1,Fitchburg State University,www.fitchburgstate.edu
18,11,4,13,1,1,Framingham State University,www.framingham.edu/
28,11,3,6,2,1,Benjamin Franklin Institute of Technology,www.bfit.edu/
21,12,4,11,2,1,Gordon College,www.gordon.edu
24,0,4,18,2,1,Gordon-Conwell Theological Seminary,www.gordonconwell.edu
4,1,2,2,1,1,Greenfield Community College,www.gcc.mass.edu
21,12,3,11,2,1,Hampshire College,www.hampshire.edu
15,14,4,17,2,1,Harvard University,www.harvard.edu
24,0,4,6,2,1,Hebrew College,www.hebrewcollege.edu
24,13,4,8,2,1,Hellenic College-Holy Cross Greek Orthodox School of Theology,www.hchc.edu
21,14,3,11,2,1,College of the Holy Cross,www.holycross.edu
1,2,2,3,1,1,Holyoke Community College,www.hcc.edu
19,12,4,11,2,1,Lasell College,www.lasell.edu/
10,1,2,1,2,1,Lawrence Memorial Hospital School of Nursing,www.lmregis.org
17,9,4,13,2,1,Lesley University,www.lesley.edu
30,10,4,6,2,1,Longy School of Music of Bard College,longy.edu
-2,-2,1,-2,3,1,Lowell Academy Hairstyling Institute,www.lowellacademy.com
16,9,4,16,1,1,University of Massachusetts-Lowell,www.uml.edu
15,15,4,17,1,1,University of Massachusetts-Amherst,www.umass.edu
16,9,4,15,1,1,University of Massachusetts-Boston,www.umb.edu
2,1,2,3,1,1,Massachusetts Bay Community College,www.massbay.edu
26,13,4,13,2,1,MCPHS University,www.mcphs.edu
30,13,4,11,1,1,Massachusetts College of Art and Design,www.massart.edu
15,14,4,17,2,1,Massachusetts Institute of Technology,web.mit.edu/
22,12,4,11,1,1,Massachusetts Maritime Academy,www.maritime.edu
25,0,4,18,1,1,University of Massachusetts Medical School Worcester,www.umassmed.edu
26,5,4,6,2,1,William James College,www.williamjames.edu
-2,-2,1,-2,3,1,Massachusetts School of Barbering,massschoolofbarbering.com
7,2,2,3,1,1,Massasoit Community College,www.massasoit.edu
18,10,4,14,2,1,Merrimack College,https://www.merrimack.edu
26,0,4,9,2,1,MGH Institute of Health Professions,www.mghihp.edu
1,1,2,3,1,1,Middlesex Community College,www.middlesex.mass.edu
30,10,3,8,2,1,Montserrat College of Art,https://www.montserrat.edu/
21,14,4,11,2,1,Mount Holyoke College,https://www.mtholyoke.edu
4,1,2,3,1,1,Mount Wachusett Community College,MWCC.EDU
-2,-2,1,-2,3,1,Rob Roy Academy-New Bedford,www.rob-roy.com
30,14,4,8,2,1,The New England Conservatory of Music,necmusic.edu
26,0,4,18,2,1,New England College of Optometry,www.neco.edu
31,0,4,18,2,1,New England Law-Boston,www.nesl.edu
-2,-2,1,-2,3,1,New England School of Photography,https://www.NESOP.edu
22,12,3,7,2,0,Newbury College,www.newbury.edu
29,10,4,11,2,1,Nichols College,www.nichols.edu
21,13,4,11,1,1,Massachusetts College of Liberal Arts,www.mcla.edu
-2,-2,1,-2,2,1,North Bennet Street School,www.nbss.edu
4,1,2,3,1,1,North Shore Community College,www.northshore.edu
15,14,4,17,2,1,Northeastern University,www.northeastern.edu
4,1,2,3,1,1,Northern Essex Community College,www.necc.mass.edu/
19,11,4,10,2,1,College of Our Lady of the Elms,https://www.elms.edu
21,15,4,8,2,1,Pine Manor College,www.pmc.edu
24,0,4,18,2,1,Pope St John XXIII National Seminary,www.psjs.edu
5,1,2,3,1,1,Quincy College,https://www.quincycollege.edu
4,1,2,3,1,1,Quinsigamond Community College,www.qcc.edu
26,10,4,11,2,1,Regis College,www.regiscollege.edu
1,1,2,2,1,1,Roxbury Community College,www.rcc.mass.edu
24,11,4,8,2,1,Saint John's Seminary,www.sjs.edu
18,13,4,13,1,1,Salem State University,www.salemstate.edu
10,3,2,1,3,0,Salter College-West Boylston,www.salter.edu
17,14,4,14,2,1,Simmons University,www.simmons.edu
23,12,3,8,2,1,Bard College at Simon's Rock,www.simons-rock.edu/
21,14,4,11,2,1,Smith College,www.smith.edu
-2,-2,1,-2,1,1,Southeastern Technical Institute,www.stitech.edu
18,12,4,14,2,1,Springfield College,www.springfield.edu/
7,2,2,3,1,1,Springfield Technical Community College,www.stcc.edu
16,13,4,14,1,1,University of Massachusetts-Dartmouth,www.umassd.edu
21,12,3,11,2,1,Stonehill College,https://www.stonehill.edu
18,13,4,13,2,1,Suffolk University,www.suffolk.edu
-2,-2,1,-2,3,1,Rob Roy Academy-Taunton,www.rob-roy.com
15,14,4,17,2,1,Tufts University,www.tufts.edu
21,14,3,11,2,1,Wellesley College,www.wellesley.edu
19,14,4,14,2,1,Wentworth Institute of Technology,https://WIT.EDU
17,12,4,14,2,1,Western New England University,www1.wne.edu
19,13,4,14,1,1,Westfield State University,www.westfield.ma.edu
21,14,3,11,2,1,Wheaton College,www.wheatoncollege.edu
21,14,4,11,2,1,Williams College,https://www.williams.edu
16,14,4,13,2,1,Worcester Polytechnic Institute,https://www.wpi.edu/
18,13,4,13,1,1,Worcester State University,https://www.worcester.edu
22,10,4,11,2,1,Adrian College,www.adrian.edu
21,12,3,11,2,1,Albion College,www.albion.edu
-2,-2,1,-2,3,1,Hillsdale Beauty College,www.hillsdalebeautycollege.com
-2,-2,1,-2,3,1,Northwestern Technological Institute,www.northwesterntech.edu
22,12,3,11,2,1,Alma College,alma.edu
14,6,3,6,1,1,Alpena Community College,www.alpenacc.edu
17,13,4,11,2,1,Andrews University,www.andrews.edu
21,12,4,11,2,1,Aquinas College,www.aquinas.edu
18,5,4,12,2,1,Baker College,www.baker.edu
4,1,2,2,1,1,Bay de Noc Community College,https://www.baycollege.edu
-2,-2,1,-2,3,1,Bayshire Academy of Beauty Craft Inc,www.bayshirebeautyacademy.edu
20,14,4,14,2,1,Calvin College,www.calvin.edu
24,0,4,18,2,1,Calvin Theological Seminary,www.calvinseminary.edu
-2,-2,1,-2,3,1,Carnegie Institute,www.carnegie-institute.edu
26,0,4,18,2,1,Michigan School of Psychology,www.msp.edu
16,13,4,16,1,1,Central Michigan University,https://www.cmich.edu
1,1,2,3,1,1,Mott Community College,https://www.mcc.edu
-2,-2,1,-2,3,1,Empire Beauty School-Michigan,www.empire.edu
29,7,4,6,2,1,Cleary University,www.cleary.edu
22,13,4,8,2,1,Concordia University-Ann Arbor,https://www.cuaa.edu
30,0,4,18,2,1,Cranbrook Academy of Art,https://cranbrookart.edu/
30,13,4,10,2,1,College for Creative Studies,https://www.collegeforcreativestudies.edu
18,5,4,12,2,1,Davenport University,www.davenport.edu
-2,-2,1,-2,3,1,David Pressley School of Cosmetology,davidpressleyschool.com
4,1,2,3,1,1,Delta College,www.delta.edu
-2,-2,1,-2,3,1,Detroit Business Institute-Downriver,www.dbidownriver.edu
31,0,4,18,2,1,Michigan State University-College of Law,www.law.msu.edu
11,4,2,2,3,1,MIAT College of Technology,www.miat.edu
17,13,4,13,2,1,University of Detroit Mercy,www.udmercy.edu
-2,-2,1,-2,3,1,Dorsey Business Schools-Madison Heights,www.dorsey.edu
-2,-2,1,-2,3,1,Dorsey Business Schools-Southgate,www.dorsey.edu
16,9,4,16,1,1,Eastern Michigan University,www.emich.edu
-2,-2,1,-2,3,1,Creative Hair School of Cosmetology,creativehairschool.com
17,7,4,16,1,1,Ferris State University,www.ferris.edu/
-2,-2,1,-2,3,1,Flint Institute of Barbering Inc,www.flintinstituteofbarberinginc.com
6,1,2,2,1,1,Glen Oaks Community College,www.glenoaks.edu/
19,14,4,9,2,1,Kettering University,https://www.kettering.edu/
7,2,2,2,1,1,Gogebic Community College,www.gogebic.edu
24,13,4,6,2,1,Grace Christian University,www.gracechristian.edu/
19,6,4,10,2,1,Cornerstone University,www.cornerstone.edu
4,1,2,4,1,1,Grand Rapids Community College,https://www.grcc.edu
18,13,4,16,1,1,Grand Valley State University,www.gvsu.edu
24,11,3,8,2,1,Great Lakes Christian College,www.glcc.edu
14,5,3,12,1,1,Henry Ford College,https://www.hfcc.edu
21,14,4,11,2,1,Hillsdale College,https://www.hillsdale.edu
21,14,3,14,2,1,Hope College,https://www.hope.edu
14,5,2,9,1,1,Jackson College,www.jccmi.edu
21,14,3,11,2,1,Kalamazoo College,www.kzoo.edu
1,1,2,3,1,1,Kalamazoo Valley Community College,https://www.kvcc.edu
4,1,2,3,1,1,Kellogg Community College,www.kellogg.edu
8,1,2,2,1,1,Kirtland Community College,www.kirtland.edu
-2,-2,1,-2,3,1,Michigan College of Beauty-Monroe,MichiganCollegeBeauty.com
14,5,3,9,1,1,Lake Michigan College,https://www.lakemichigancollege.edu
22,13,3,11,1,1,Lake Superior State University,www.lssu.edu
4,1,2,4,1,1,Lansing Community College,www.lcc.edu
18,9,4,10,2,1,Lawrence Technological University,www.ltu.edu
-2,-2,1,-2,3,1,M J Murphy Beauty College of Mount Pleasant,mjmbc.net/
5,1,2,5,1,1,Macomb Community College,www.macomb.edu
18,5,4,9,2,1,Madonna University,https://www.madonna.edu
18,7,4,7,2,0,Marygrove College,https://www.marygrove.edu
22,7,4,7,2,1,Rochester College,www.rc.edu
15,14,4,16,1,1,University of Michigan-Ann Arbor,www.umich.edu
-2,-2,1,-2,2,1,Michigan Barber School Inc,michiganbarberschool.org
15,14,4,16,1,1,Michigan State University,https://www.msu.edu
16,14,4,14,1,1,Michigan Technological University,www.mtu.edu
18,9,4,12,1,1,University of Michigan-Dearborn,https://umdearborn.edu/
17,7,4,12,1,1,University of Michigan-Flint,www.umflint.edu
5,1,2,3,1,1,Mid Michigan College,www.midmich.edu
5,1,2,2,1,1,Monroe County Community College,www.monroeccc.edu
4,1,2,2,1,1,Montcalm Community College,www.montcalm.edu
5,1,2,3,1,1,Muskegon Community College,www.muskegoncc.edu
2,1,2,2,1,1,North Central Michigan College,www.ncmich.edu
19,13,4,13,1,1,Northern Michigan University,www.nmu.edu
14,5,3,9,1,1,Northwestern Michigan College,https://www.nmc.edu/
29,9,4,10,2,1,Northwood University,www.northwood.edu
3,1,2,4,1,1,Oakland Community College,https://www.oaklandcc.edu
16,13,4,15,1,1,Oakland University,www.oakland.edu
22,12,4,11,2,1,Olivet College,https://www.olivetcollege.edu
-2,-2,1,-2,3,1,Port Huron Cosmetology College,www.michigancollegeofbeauty.com/
22,13,3,8,2,1,Kuyper College,www.kuyper.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Lansing,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Madison Heights,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Flint,www.rosseducation.edu
24,5,4,6,2,1,Sacred Heart Major Seminary,www.shms.edu
18,13,4,13,1,1,Saginaw Valley State University,www.svsu.edu
14,5,3,12,1,1,Schoolcraft College,www.schoolcraft.edu
20,5,4,10,2,1,Siena Heights University,www.sienaheights.edu
2,1,2,3,1,1,St Clair County Community College,www.sc4.edu
1,2,2,2,1,1,Southwestern Michigan College,www.swmich.edu
-2,-2,1,-2,3,1,Specs Howard School of Media Arts,www.specshoward.edu
18,9,4,10,2,1,Spring Arbor University,www.arbor.edu
-2,-2,1,-2,1,1,Michigan Career and Technical Institute,www.michigan.gov/MCTI
22,11,3,8,2,1,Finlandia University,www.finlandia.edu
31,0,4,18,2,1,Western Michigan University-Thomas M. Cooley Law School,www.cooley.edu
-2,-2,1,-2,3,1,Twin City Beauty College,WWW.TCBEAUTYCOLLEGE.COM
29,5,4,6,2,1,Walsh College,www.walshcollege.edu
2,1,2,4,1,1,Washtenaw Community College,www.wccnet.edu
2,1,2,4,1,1,Wayne County Community College District,www.wcccd.edu
15,9,4,15,1,1,Wayne State University,www.wayne.edu
5,1,2,2,1,1,West Shore Community College,www.westshore.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Grand Rapids,paulmitchell.edu/grandrapids
16,13,4,16,1,1,Western Michigan University,https://wmich.edu/
24,0,4,18,2,1,Western Theological Seminary,www.westernsem.edu
-2,-2,1,-2,3,1,Wright Beauty Academy,wba.edu
28,7,3,6,3,1,Academy College,www.academycollege.edu
9,2,2,2,1,1,Alexandria Technical & Community College,www.alextech.edu
-2,-2,1,-2,2,1,American Indian OIC Inc,www.aioic.org
7,2,2,2,1,1,Anoka Technical College,www.anokatech.edu
3,1,2,4,1,1,Anoka-Ramsey Community College,www.anokaramsey.edu
18,13,4,13,2,1,Augsburg University,www.augsburg.edu
3,2,2,2,1,1,Riverland Community College,www.riverland.edu
9,1,2,2,1,1,Northwest Technical College,www.ntcmn.edu
20,9,4,13,1,1,Bemidji State University,www.bemidjistate.edu
21,12,3,8,2,1,Bethany Lutheran College,https://www.blc.edu
17,13,4,14,2,1,Bethel University,https://www.bethel.edu
24,0,4,18,2,0,Bethel Seminary-St Paul,https://www.bethel.edu
6,2,2,3,1,1,Central Lakes College-Brainerd,WWW.CLCMN.EDU
21,14,3,11,2,1,Carleton College,www.carleton.edu
21,14,4,11,2,1,Concordia College at Moorhead,https://www.concordiacollege.edu
18,5,4,12,2,1,Concordia University-Saint Paul,https://www.csp.edu
7,2,2,2,1,1,Dakota County Technical College,www.dctc.edu/
32,12,4,8,2,1,Martin Luther College,www.mlc-wels.edu
6,1,2,3,1,1,Lake Superior College,www.lsc.edu
-2,-2,1,-2,3,1,Cosmetology Careers Unlimited College of Hair Skin and Nails,www.ccucollege.net
